instance,number,sup,cpm,mis,misr,dir,omega,class,comb. class,other class,cluster,lof_outliers,additional_column_1,additional_column_2,additional_column_3,additional_column_4,additional_column_5,additional_column_6,additional_column_7,additional_column_8
-1.7493341887627396,-1.4985701256361843,0.43277999027814024,-0.7289096253923463,5.0734668365506055,3.6122820255559387,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,6.9727674875988175,0.28870892741138693,3.2396993956095748,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-1.43493899806604,0.43277999027814024,-0.7289096253923463,2.1624995100825606,1.2282619911823962,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,6.9727674875988175,0.28870892741138693,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-1.3713078704958956,0.43277999027814024,-0.7289096253923463,0.8637602413506634,0.15103812379879542,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,3.2396993956095748,-0.25258748352168947
-1.7493341887627396,-1.3076767429257514,0.43277999027814024,-0.7289096253923463,0.19199855062726828,0.04508167782663799,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,4.518992840921116,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-1.2440456153556072,-0.5287916856003496,-0.7289096253923463,0.01286209976769629,0.8750738379418714,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,3.2396993956095748,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-1.1804144877854628,-0.5287916856003496,-0.7289096253923463,0.8189761286357704,0.8750738379418714,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,-3.463696148803465,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-1.1167833602153185,-0.5287916856003496,-0.7289096253923463,0.28156677605705427,0.03625197399562485,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,3.2396993956095748,-0.25258748352168947
-1.7493341887627396,-1.053152232645174,-0.5287916856003496,-0.7289096253923463,0.1024303251974823,0.07157078931967734,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,4.518992840921116,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-0.9895211050750299,-0.5287916856003496,-0.19556397962536343,0.05764621248258929,-0.025555952821466988,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,-0.308670613500498,-0.2528294699198806,-0.38173606286441164,1.5959175591176984,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,-0.308670613500498,-0.25258748352168947
-1.7493341887627396,-0.9258899775048856,-0.5287916856003496,-0.19556397962536343,-0.05431406930464321,-0.04321536048349324,-1.9898087367241202,-0.9452346250806665,-1.3223657586228974,0.0,-0.14537816383410662,0.28870892741138693,-0.308670613500498,-0.2528294699198806,2.619611027829951,-0.6265987828048271,-0.46959800854916556,-0.15200884440824677,-0.22128824612082543,-0.308670613500498,-0.25258748352168947
